ISO,REF_AREA_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TKM,Turkmenistan,45.075,44.99,44.904,44.819,44.734,44.794,45.018,45.241,45.465,45.689,45.913,46.137,46.362,46.587,46.812,47.052,47.308,47.581,47.868,48.172,48.491,48.825,49.175,49.541,49.921,50.317,50.728,51.153,51.593,52.048,52.516,52.998,53.494,54.003,54.524
TLA,Latin America & Caribbean (IDA & IBRD),70.44347570368483,70.97566836985628,71.48766266712776,71.98649179753589,72.49093043705992,72.98985273760768,73.46551611169487,73.94917309225472,74.42751534203376,74.88972534414248,75.34802028219005,75.71480075352245,76.05060061188865,76.37899367031974,76.69510451490187,77.00845854041279,77.31675143134076,77.6204543475109,77.91714679549337,78.20594423082332,78.49279597942851,78.77588239101328,79.05030995362975,79.32010894345686,79.58862927504187,79.85459610408896,80.11481174077056,80.36678913840653,80.60774079592801,80.84683325168264,81.09016570495328,81.33343209559244,81.57500580816459,81.81439933208907,82.0533140211896
TLS,Timor-Leste,20.842,21.215,21.54,21.867,22.199,22.534,22.873,23.215,23.561,23.91,24.263,24.619,24.979,25.343,25.71,26.041,26.374,26.709,27.048,27.389,27.732,28.079,28.428,28.779,29.133,29.49,29.85,30.212,30.578,30.947,31.32,31.695,32.074,32.456,32.842
TMN,Middle East & North Africa (IDA & IBRD),43.6752516754811,43.94436974156998,44.2185730852561,44.45699804190015,44.70259288724954,44.9415847793744,45.1701388537496,45.40558334086659,45.65178952936435,45.88830054425231,46.14672501125612,46.40770396312174,46.61566532613792,46.819670048026055,47.07530599128185,47.36240273537429,47.64124902728592,47.89571976668657,48.13450783059768,48.37122596938206,48.61738220289223,48.7988261588752,48.98874520495836,49.25278044837428,49.54007753727255,49.84578224259344,50.1272231726775,50.38617732292146,50.63876625277331,50.88900371109779,51.13421150263429,51.4038422701024,51.7147486556237,52.031142043583856,52.33517912762768
TON,Tonga,22.704,22.736,22.768,22.8,22.832,22.864,22.897,22.927,22.955,22.984,23.012,23.041,23.069,23.098,23.127,23.155,23.184,23.227,23.281,23.335,23.389,23.443,23.435,23.382,23.328,23.275,23.222,23.169,23.131,23.107,23.099,23.104,23.125,23.16,23.21
TSA,South Asia (IDA & IBRD),24.475004782045065,24.729236335367474,24.951833568711244,25.175892132602545,25.40211397399728,25.628864834486905,25.85859824817001,26.08984925349481,26.322900232518567,26.5576573063564,26.79459908260708,27.077422014962806,27.43689383875871,27.79998125017332,28.16743562263984,28.536979721247963,28.9094695687906,29.28569284274841,29.66553267928856,30.04747894922456,30.43241148107319,30.82099687659552,31.220423108054185,31.636200118314104,32.055608292077885,32.48474206865694,32.92442921065131,33.37605219663007,33.83815235352186,34.3092492591791,34.789155981995854,35.27937068230993,35.78532076364921,36.30768556065275,36.83968844209778
TSS,Sub-Saharan Africa (IDA & IBRD),27.58054366062088,28.01583554686464,28.44271567065737,28.87556669329345,29.2972967250936,29.682813718035707,30.01427925777382,30.362615318896548,30.725234534047363,31.08804970872003,31.44883378264164,31.87522139982744,32.31298777843809,32.752667935089455,33.196834501060216,33.65681308663096,34.11424216295262,34.529641676342585,35.03255609120008,35.539838847721725,36.05508911977146,36.57694293168255,37.0916475647346,37.61142708541219,38.14335063839472,38.68945128001782,39.224723671465306,39.75961279785531,40.299816507539205,40.83295259706429,41.36862978615413,41.90764314950829,42.44939693656856,42.98812327940068,43.528717456187934
TTO,Trinidad and Tobago,54.124,54.308,54.491,54.674,54.857,55.04,55.224,55.406,55.589,55.771,55.905,55.718,55.53,55.343,55.155,54.967,54.779,54.59,54.402,54.213,54.025,53.836,53.671,53.53,53.413,53.319,53.25,53.205,53.184,53.187,53.214,53.265,53.34,53.439,53.562
TUN,Tunisia,57.946,58.756,59.562,60.362,61.078,61.474,61.87,62.262,62.653,63.043,63.432,63.818,64.202,64.585,64.95,65.237,65.524,65.809,66.093,66.376,66.657,66.938,67.218,67.495,67.772,68.056,68.346,68.642,68.945,69.254,69.568,69.888,70.214,70.544,70.88
TUR,Turkiye,59.203,59.976,60.518,61.055,61.59,62.123,62.653,63.179,63.703,64.223,64.741,65.34,65.974,66.602,67.225,67.84,68.45,69.053,69.651,70.241,70.825,71.402,71.974,72.531,73.077,73.611,74.134,74.644,75.143,75.63,76.105,76.569,77.022,77.463,77.893
TUV,Tuvalu,40.661,41.991,42.751,43.156,43.563,43.97,44.379,44.787,45.197,45.607,46.018,46.429,46.841,47.656,48.678,49.699,50.721,51.743,52.765,53.782,54.796,55.807,56.815,57.814,58.786,59.73,60.645,61.53,62.387,63.215,64.014,64.785,65.527,66.241,66.928
TZA,Tanzania,18.884,19.208,19.536,19.867,20.203,20.543,20.888,21.237,21.59,21.947,22.309,22.674,23.044,23.611,24.223,24.845,25.478,26.121,26.776,27.439,28.114,28.798,29.493,30.196,30.904,31.617,32.333,33.053,33.776,34.5,35.227,35.954,36.682,37.409,38.136
UGA,Uganda,11.076,11.454,11.79,12.133,12.485,12.846,13.216,13.594,13.982,14.379,14.786,15.201,15.626,16.061,16.507,16.96,17.425,17.899,18.384,18.878,19.383,19.898,20.424,20.958,21.504,22.06,22.624,23.196,23.774,24.361,24.954,25.553,26.159,26.771,27.389
UKR,Ukraine,66.757,66.796,66.835,66.874,66.912,66.951,66.99,67.029,67.067,67.106,67.145,67.183,67.283,67.427,67.597,67.79,67.969,68.147,68.325,68.502,68.596,68.689,68.782,68.875,68.968,69.061,69.154,69.246,69.352,69.473,69.608,69.757,69.919,70.095,70.284
UMC,Upper middle income,39.97760581569979,40.72798940207786,41.49975256612989,42.28140711579368,43.068341448619854,43.86451086814992,44.667923484769744,45.47796343861957,46.30384727003506,47.14319546397122,48.0028485838759,48.92901852916456,49.9147948276724,50.91259679282763,51.92250009597437,52.93419245010537,53.92297823022256,54.89449045921304,55.874406102503166,56.85338369828974,57.828863878713776,58.73976947930896,59.621376611654,60.498147889737886,61.371170958636256,62.23883619710359,63.10000588148328,63.95071577319897,64.78770263966204,65.60444513575911,66.39567753593299,67.16437695635423,67.91261192251709,68.63944700634922,69.34604650739355
URY,Uruguay,88.973,89.304,89.627,89.94,90.245,90.542,90.835,91.147,91.45,91.743,92.028,92.303,92.569,92.828,93.078,93.319,93.553,93.779,93.998,94.209,94.414,94.612,94.739,94.843,94.945,95.045,95.144,95.24,95.334,95.426,95.515,95.603,95.688,95.771,95.852
USA,United States,75.3,75.701,76.097,76.488,76.875,77.257,77.636,78.008,78.377,78.742,79.057,79.234,79.409,79.583,79.757,79.928,80.099,80.269,80.438,80.606,80.772,80.944,81.119,81.299,81.483,81.671,81.862,82.058,82.256,82.459,82.664,82.873,83.084,83.298,83.515
UZB,Uzbekistan,41.365,41.836,42.308,42.78,43.255,43.731,44.208,44.685,45.164,45.644,46.126,46.606,47.088,47.571,48.054,48.537,49.021,49.505,49.989,50.472,50.956,51.15,51.05,50.95,50.85,50.75,50.65,50.55,50.478,50.433,50.416,50.427,50.466,50.532,50.626
VCT,St. Vincent and the Grenadines,41.409,41.949,42.306,42.663,43.021,43.38,43.741,44.1,44.461,44.823,45.186,45.548,45.914,46.283,46.656,47.032,47.412,47.794,48.18,48.569,48.961,49.356,49.754,50.154,50.558,50.964,51.373,51.784,52.198,52.614,53.032,53.452,53.875,54.299,54.725
VEN,"Venezuela, RB",84.284,84.664,85.012,85.352,85.686,86.014,86.336,86.65,86.959,87.262,87.559,87.85,87.876,87.902,87.928,87.954,87.98,88.006,88.031,88.057,88.083,88.108,88.123,88.133,88.144,88.154,88.165,88.183,88.208,88.24,88.279,88.325,88.378,88.438,88.505
VGB,British Virgin Islands,37.814,39.334,39.603,39.872,40.142,40.413,40.684,40.955,41.228,41.5,41.774,42.048,42.328,42.615,42.909,43.21,43.517,43.831,44.152,44.479,44.814,45.154,45.502,45.856,46.216,46.583,46.957,47.337,47.723,48.116,48.515,48.92,49.331,49.748,50.171
VIR,Virgin Islands (U.S.),87.685,88.285,88.86,89.409,89.934,90.437,90.917,91.374,91.811,92.228,92.586,92.814,93.036,93.251,93.461,93.664,93.861,94.053,94.239,94.419,94.594,94.761,94.919,95.07,95.213,95.35,95.48,95.603,95.721,95.832,95.939,96.04,96.136,96.227,96.314
VNM,Viet Nam,20.257,20.629,21.006,21.387,21.774,22.166,22.563,22.965,23.371,23.817,24.374,24.937,25.511,26.092,26.683,27.281,27.888,28.504,29.128,29.762,30.417,31.08,31.752,32.429,33.115,33.809,34.51,35.213,35.919,36.628,37.34,38.052,38.766,39.48,40.195
VUT,Vanuatu,18.715,18.998,19.285,19.574,19.868,20.164,20.464,20.766,21.073,21.382,21.673,21.953,22.235,22.521,22.809,23.099,23.392,23.687,23.985,24.286,24.462,24.561,24.661,24.761,24.861,24.961,25.062,25.163,25.274,25.394,25.525,25.665,25.816,25.976,26.147
WLD,World,42.98651219411008,43.348158945132354,43.70880090827856,44.06390068065261,44.421845158349136,44.77759468246931,45.12861324941865,45.48416755546633,45.84740444372614,46.21572914992854,46.5947279272757,47.03914209164673,47.530174984812064,48.02430505859545,48.524669301115736,49.02889041979892,49.524325557651295,50.009549288394105,50.50794402593381,50.9982568321664,51.4781088042592,51.92398971579039,52.36533401418336,52.81760022248816,53.27204215273745,53.73725243065329,54.19873595054419,54.65012532136133,55.09288523328064,55.53151780755195,55.96237382616108,56.37527398010475,56.81571540261604,57.26039344951457,57.70063879716383
WSM,Samoa,21.2,21.2,21.258,21.347,21.436,21.526,21.616,21.705,21.796,21.886,21.977,22.068,21.941,21.698,21.457,21.218,20.981,20.75,20.524,20.3,20.078,19.857,19.624,19.385,19.149,18.914,18.681,18.452,18.243,18.056,17.889,17.742,17.616,17.508,17.42
YEM,"Yemen, Rep.",20.931,21.489,22.058,22.636,23.225,23.76,24.249,24.743,25.244,25.752,26.267,26.787,27.315,27.849,28.39,28.936,29.49,30.051,30.619,31.194,31.776,32.364,32.958,33.559,34.165,34.777,35.394,36.016,36.642,37.273,37.908,38.546,39.188,39.831,40.477
ZAF,South Africa,52.037,52.554,53.038,53.521,54.004,54.486,54.967,55.449,55.93,56.411,56.891,57.368,57.898,58.446,58.993,59.536,60.077,60.616,61.154,61.687,62.218,62.746,63.272,63.793,64.312,64.828,65.341,65.85,66.355,66.856,67.354,67.847,68.335,68.819,69.298
ZMB,Zambia,39.407,38.989,38.514,38.042,37.572,37.104,36.638,36.176,35.716,35.258,34.802,35.002,35.475,35.951,36.43,36.911,37.395,37.881,38.371,38.861,39.355,39.851,40.354,40.865,41.382,41.907,42.438,42.976,43.521,44.072,44.629,45.192,45.761,46.335,46.914
ZWE,Zimbabwe,28.988,29.738,30.499,30.94,31.335,31.732,32.132,32.534,32.939,33.347,33.758,34.17,34.585,34.479,34.294,34.11,33.926,33.743,33.56,33.378,33.196,33.015,32.834,32.654,32.504,32.385,32.296,32.237,32.209,32.21,32.242,32.303,32.395,32.517,32.67
